"","age","sex","2010.x","2011.x","2012.x","2013.x","2014.x","2015.x","2016.x","2017.x","2018.x","Treatment","Setting","ValueType","2010.y","2011.y","2012.y","2013.y","2014.y","2015.y","2016.y","2017.y","2018.y","2010","2011","2012","2013","2014","2015","2016","2017","2018","value","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028"
"11",0,1,344191,347892,356779,347291,340320,340229,343198,335035,327309,"MHLD","OPA","Activities",1.0416325555183,1.04197739555966,0.992178293899633,1.0169472622918,0.965253112534992,1.03193561271764,0.971860794792883,1.02639009843115,0.990199813619256,1.0416325555183,1.04197739555966,0.992178293899633,1.0169472622918,0.965253112534992,1.03193561271764,0.971860794792883,1.02639009843115,364402.456636451,0.059689579380964,386153.485998471,409202.825154212,433627.969669169,459511.040786544,486939.061532001,516004.249299008,546804.325898456,579442.846115026,614029.54587494,650680.7111957
"12",0,1,344191,347892,356779,347291,340320,340229,343198,335035,327309,"MHLD","OPA","Cost",103.076749632601,101.935933136847,98.5272333910689,96.3628454762511,101.72141471412,104.220080291852,96.5212670271285,101.378436693922,104.246936859563,103.076749632601,101.935933136847,98.5272333910689,96.3628454762511,101.72141471412,104.220080291852,96.5212670271285,101.378436693922,36135674.8605154,0.0638990014759094,38444708.4017604,40901286.8806654,43514838.2714196,46295392.986349,49253622.3711115,52400879.6596971,55749243.546411,59311564.542064,63101514.2922758,67133638.04717
"13",0,1,344191,347892,356779,347291,340320,340229,343198,335035,327309,"NonElective","APC","Activities",384.979450191404,727.901808852609,1157.49753815775,1552.06340750802,1951.74645561019,2386.35218222271,2798.59813937107,3135.52927948624,3593.04360721123,384.979450191404,727.901808852609,1157.49753815775,1552.06340750802,1951.74645561019,2386.35218222271,2798.59813937107,3135.52927948624,1318303498.36625,0.254915158436148,1654359043.51921,2076080241.20819,2605304564.82193,3269436190.73793,4102865035.29676,5148747525.81157,6461241317.10154,8108309671.14467,10175240715.6139,12769063814.7605
"14",0,1,344191,347892,356779,347291,340320,340229,343198,335035,327309,"NonElective","APC","Cost",37147.7793173729,79509.3649288369,118557.186990141,158078.388014551,183166.837752012,229399.907432375,263626.033188856,316594.545249231,352955.809430602,37147.7793173729,79509.3649288369,118557.186990141,158078.388014551,183166.837752012,229399.907432375,263626.033188856,316594.545249231,132854632279.509,0.252515459672395,166402480819.176,208421679753.857,261051376022.595,326970884237.052,409536087369.661,512950280724.245,642478156650.412,804713823706.464,1007916504804.43,1262431004326.52
"15",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"AE","AE","Activities",124.316003310855,239.376238108594,362.445713600487,477.298903542069,580.463389199101,730.236744400878,819.763072659232,960.19603130677,1038.28899962021,124.316003310855,239.376238108594,362.445713600487,477.298903542069,580.463389199101,730.236744400878,819.763072659232,960.19603130677,381201949.966091,0.246747489439932,475262574.08983,592532421.071255,738738308.382353,921020131.328801,1148279536.45782,1431614629.25404,1784861944.86795,2225272148.76099,2774352464.78837,3458916970.29639
"16",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"AE","AE","Cost",11478.3701508922,23887.3289038985,37051.5296843932,48785.6024798236,58712.1705263696,70681.7719871699,86282.8787889036,92986.6421810236,106338.86866656,11478.3701508922,23887.3289038985,37051.5296843932,48785.6024798236,58712.1705263696,70681.7719871699,86282.8787889036,92986.6421810236,37079534500.3869,0.252267194275213,46433484633.8304,58147129522.828,72815742742.7092,91184765863.4782,114187690908.5,142993499314.753,179066068186.48,224238562797.777,280806595883.078,351644887960.476
"17",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"Elective","APC","Activities",338.096387570257,675.47079152614,1065.79453541276,1320.65539296073,1620.11428155745,2053.79649806618,2379.72598052301,2849.42134841394,3194.55920576642,338.096387570257,675.47079152614,1065.79453541276,1320.65539296073,1620.11428155745,2053.79649806618,2379.72598052301,2849.42134841394,1135411907.66056,0.251353654357918,1420801839.85254,1777925574.41793,2224813664.72427,2784028709.61815,3483804499.61803,4359471491.66558,5455240582.16489,6826435237.89365,8542284681.17589,10689419152.3551
"18",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"Elective","APC","Cost",33327.8852965086,69204.2001830796,100270.654555797,136168.088900415,167016.489233226,195705.141980332,240895.998177487,271255.898202527,316031.716108886,33327.8852965086,69204.2001830796,100270.654555797,136168.088900415,167016.489233226,195705.141980332,240895.998177487,271255.898202527,108267150936.982,0.253432102675852,135705522649.665,170097658599.496,213205865878.605,267239076771.045,334966037914.285,419857185227.901,526262474503.773,659634279976.661,826806782548.218,1036346163956.07
"19",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"First","OPA","Activities",3197.41960354682,6608.53189010265,9977.22432690562,13142.206736933,16477.1748185327,19069.8112757845,24000.8098398671,25626.2518078206,30452.7271873165,3197.41960354682,6608.53189010265,9977.22432690562,13142.206736933,16477.1748185327,19069.8112757845,24000.8098398671,25626.2518078206,10208953958.5033,0.251063781416561,12772052543.6327,15978652351.6882,19990313233.0436,25009156865.0331,31288050357.6082,39143346593.5411,48970823206.6146,61265623259.9492,76647202306.4344,95890538752.488
"20",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"First","OPA","Cost",327881.655396217,666882.572456597,1034158.61446184,1306797.15770446,1733279.04150491,1969053.87219355,2223857.34312116,2559837.59564504,3123694.87668762,327881.655396217,666882.572456597,1034158.61446184,1306797.15770446,1733279.04150491,1969053.87219355,2223857.34312116,2559837.59564504,1020640177251.24,0.252113051654043,1277956886978.77,1600146497637.29,2003564314250.15,2508689027700.9,3141162274125.58,3933090280795.93,4924673673918.25,6166248182250.11,7720839828733.38,9667364319287.43
"21",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"FollowUp","OPA","Activities",4452.13618398205,8951.39731256957,13336.7275485549,16747.9981203122,22434.3684538842,25073.2433106761,30780.001156375,33525.6210387407,39037.9545265296,4452.13618398205,8951.39731256957,13336.7275485549,16747.9981203122,22434.3684538842,25073.2433106761,30780.001156375,33525.6210387407,13340176838.1578,0.249591465808164,16669771129.3337,20830403740.1907,26029494743.0808,32526234490.2522,40644505033.8943,50789026622.3513,63465534223.9938,79305989939.2586,99100088215.5657,123834624495.007
"22",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"FollowUp","OPA","Cost",455802.011544234,915490.581965669,1334084.55953452,1790378.93311581,2166738.72492482,2745819.15274546,3198294.92668995,3395466.90371374,3848974.95556263,455802.011544234,915490.581965669,1334084.55953452,1790378.93311581,2166738.72492482,2745819.15274546,3198294.92668995,3395466.90371374,1349700809659.9,0.248306701974705,1684840566359.14,2103197770744.97,2625435872799.21,3277349195620.06,4091136965603.93,5106993692859.84,6375094453739.49,7958073132324.78,9934116025885.85,12400823613307.6
"23",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"MHLD","APC","Activities",0.965523312683217,0.981579998647794,1.04296238659881,1.0103610686725,0.991997761768289,0.99234868187923,0.967264190758579,1.03564838676248,0.998244527447969,0.965523312683217,0.981579998647794,1.04296238659881,1.0103610686725,0.991997761768289,0.99234868187923,0.967264190758579,1.03564838676248,351149.58038694,0.0647879219269012,373899.831985713,398124.025108885,423917.653364863,451382.3971945,480626.524703115,511765.318461579,544921.529958963,580225.863498232,617817.491442524,657844.602843176
"24",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"MHLD","APC","Cost",97.7216086746193,98.3107337518595,101.527965732384,102.952604703605,99.2605784442276,102.298464910127,100.576269370504,97.5516806752421,97.0719750039279,97.7216086746193,98.3107337518595,101.527965732384,102.952604703605,99.2605784442276,102.298464910127,100.576269370504,97.5516806752421,32985740.0843601,0.0618783637552895,35026843.7080375,37194247.4842032,39495766.659635,41939700.0757939,44534860.0928716,47290604.3654892,50216869.5846245,53324207.3074338,56623822.0041657,60127611.4593542
"25",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"MHLD","OPA","Activities",1.02695608702488,0.950438313791528,0.951730911619961,1.01303769722581,0.998997576790862,1.02742450272199,1.0184863864677,0.990483654756099,0.992536317068152,1.02695608702488,0.950438313791528,0.951730911619961,1.01303769722581,0.998997576790862,1.02742450272199,1.0184863864677,0.990483654756099,336247.651896057,0.0660933702310538,358471.392442146,382163.974900066,407422.479982107,434350.404792018,463058.086905945,493663.156482304,526291.018253119,561075.365371801,598158.727222843,637693.053438118
"26",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"MHLD","OPA","Cost",102.05839469796,99.2113118735142,96.8760093650781,97.8938128985465,98.5633590235375,99.9216909403913,101.506146821193,97.4011528631672,99.6199804125354,102.05839469796,99.2113118735142,96.8760093650781,97.8938128985465,98.5633590235375,99.9216909403913,101.506146821193,97.4011528631672,33025120.0547461,0.0647891158458194,35164788.3837951,37443083.9320866,39868988.2345873,42452064.7319736,45202496.4717876,48131126.2522185,51249499.3667632,54569909.1182767,58105445.2818366,61870045.7074744
"27",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"NonElective","APC","Activities",378.637976872968,779.344470827589,1144.28188929924,1574.0787075801,1936.6295514147,2271.82817889892,2785.24543747714,2960.90643272467,3319.3062127737,378.637976872968,779.344470827589,1144.28188929924,1574.0787075801,1936.6295514147,2271.82817889892,2785.24543747714,2960.90643272467,1176178540.37864,0.247475035502886,1467253366.41657,1830361945.36225,2283330832.7739,2848398211.67946,3553305660.24119,4432660104.66198,5529632821.43543,6898078900.2381,8605181220.97623,10734748749.1461
"28",0,2,327860,331210,339662,329240,323863,322748,325905,318432,310525,"NonElective","APC","Cost",37133.4681559838,76886.5813352671,109653.377174287,149189.360702146,189515.700780577,221664.19460969,264578.309285141,305837.443787575,335808.669601943,37133.4681559838,76886.5813352671,109653.377174287,149189.360702146,189515.700780577,221664.19460969,264578.309285141,305837.443787575,121784144175.002,0.250499115247519,152290964542.017,190439716419.983,238144696891.177,297799732763.306,372398302341.461,465683747597.675,582337114356.042,728212046278.024,910628519583.254,1138740158058.02
"29",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"AE","AE","Activities",127.19704518197,242.664621087808,348.093904111917,504.463713068827,590.712009296932,731.121142258861,810.156370851869,976.688270967124,1126.84878569062,127.19704518197,242.664621087808,348.093904111917,504.463713068827,590.712009296932,731.121142258861,810.156370851869,976.688270967124,422165904.873986,0.249088902471362,527322746.779877,658672991.02346,822741123.445023,1027676806.902,1283659694.82849,1603405079.36004,2002795490.79485,2501669621.47153,3124807761.82981,3903162697.658
"30",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"AE","AE","Cost",11625.114365576,23360.5098315553,34793.0601045425,48308.3551347482,61190.2761824325,76061.9581357491,83185.9705934838,97067.3529378912,106157.879224019,11625.114365576,23360.5098315553,34793.0601045425,48308.3551347482,61190.2761824325,76061.9581357491,83185.9705934838,97067.3529378912,41981658126.4573,0.249834670136044,52470131836.2449,65578989915.5478,81962895228.9537,102440068121.874,128033148749.817,160020268234.206,199998879163.58,249965533166.992,312415589691.148,390467835486.993
"31",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"Elective","APC","Activities",335.36264652842,703.555414653556,1025.75162209958,1375.38732360821,1711.82367301753,2011.70709307891,2409.94645533061,2714.9498848901,3001.92433317523,335.36264652842,703.555414653556,1025.75162209958,1375.38732360821,1711.82367301753,2011.70709307891,2409.94645533061,2714.9498848901,1175577830.24317,0.25128355354685,1470981204.89757,1840614589.26486,2303130763.96551,2881869646.61783,3606036092.27877,4512173655.76477,5646008686.20582,7064757812.23201,8840015260.23753,11061365708.2384
"32",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"Elective","APC","Cost",33198.2509376118,66805.407749987,102188.87699713,139407.942552398,177301.408941584,199879.968655074,242740.545973689,273051.161692842,305450.055768137,33198.2509376118,66805.407749987,102188.87699713,139407.942552398,177301.408941584,199879.968655074,242740.545973689,273051.161692842,118254480529.664,0.251525614422417,147998511403.092,185223927917.358,231812490192.505,290119269218.965,363091696665.048,454418558760.403,568716465957.562,711763224489.684,890789906852.733,1114846385495.15
"33",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"First","OPA","Activities",3285.00695336797,6534.75293171894,9215.77206041162,12686.6142170113,16439.8561253996,18223.6988723268,21770.9566189107,24773.1169863451,29032.9413227985,3285.00695336797,6534.75293171894,9215.77206041162,12686.6142170113,16439.8561253996,18223.6988723268,21770.9566189107,24773.1169863451,10726597424.7675,0.251259807528944,13421760229.1551,16794109121.0322,21013793746.4028,26293715518.5769,32900269418.9954,41166784780.8626,51510343201.4875,64452822120.0431,80647225800.6224,100910632233.03
"34",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"First","OPA","Cost",299664.478612463,623255.601015419,948043.146182511,1316671.34316592,1606698.73518153,1821053.54706194,2098173.12335626,2457078.16348875,2800259.26082488,299664.478612463,623255.601015419,948043.146182511,1316671.34316592,1606698.73518153,1821053.54706194,2098173.12335626,2457078.16348875,1063004699235.86,0.250208302285603,1328977300353.28,1661498454450.78,2077219161989.07,2596956641985.48,3246736754485.98,4059097245794.19,5074717076476.52,6344453420761.47,7931888340100.29,9916512655595.75
"35",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"FollowUp","OPA","Activities",4603.4286292199,9139.15482839391,12908.3972846002,17566.4303621513,21701.8343878333,25809.3662798306,30068.8006436909,33953.8539434745,39848.1369166045,4603.4286292199,9139.15482839391,12908.3972846002,17566.4303621513,21701.8343878333,25809.3662798306,30068.8006436909,33953.8539434745,14679209574.3249,0.249337457792955,18339286371.997,22911957413.7277,28624766628.3271,35761993169.3508,44678797631.8057,55818895450.566,69736636939.0209,87124592708.4267,108848017165.592,135987905051.465
"36",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"FollowUp","OPA","Cost",426569.869537258,915548.124708958,1333688.2009554,1713124.07874848,2301890.23631262,2718115.13145987,3095193.48466872,3528268.38495891,4062742.37829784,426569.869537258,915548.124708958,1333688.2009554,1713124.07874848,2301890.23631262,2718115.13145987,3095193.48466872,3528268.38495891,1529544719941.43,0.252756695086707,1916147388341.15,2400466469517.29,3007200441018.94,3767290485954.17,4719498378615.54,5912383191261.48,7406777626770.92,9278890260955.71,11624191897387.1,14562284224424.3
"37",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"MHLD","APC","Activities",0.997958855028264,0.982429308164865,1.02323553590104,0.965454450342804,1.04237485954072,0.978164837183431,1.01548086483963,0.977548744226806,1.00886795837432,0.997958855028264,0.982429308164865,1.02323553590104,0.965454450342804,1.04237485954072,0.978164837183431,1.01548086483963,0.977548744226806,372518.097606374,0.101222612804543,410225.35276307,451749.434808413,497476.692932696,547832.583600707,603285.629092234,664351.776736383,731599.19939898,805653.581887858,887203.942461886,977009.04360837
"38",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"MHLD","APC","Cost",95.0472040777095,102.491905610077,99.5426285127178,103.122348177712,101.267216037959,101.7503576749,97.073794095777,97.8673570370302,100.160729002673,95.0472040777095,102.491905610077,99.5426285127178,103.122348177712,101.267216037959,101.7503576749,97.073794095777,97.8673570370302,37447530.1243126,0.105736091166966,41407085.5835147,45785308.9597316,50626468.5620055,55979513.4573392,61898568.3957469,68443481.0667442,75680427.220602,83682579.7727546,92530848.6566935,102314698.906014
"39",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"MHLD","OPA","Activities",1.03347139777616,1.01505169512238,1.01351482614409,1.04658114814665,0.960210042237304,1.00510682065506,0.995669077849016,0.966846634191461,1.00588602540083,1.03347139777616,1.01505169512238,1.01351482614409,1.04658114814665,0.960210042237304,1.00510682065506,0.995669077849016,0.966846634191461,368573.242535913,0.101621441232716,406028.186642228,447289.356149918,492743.545169926,542816.854388212,597978.685456552,658746.141299092,725688.873584396,799434.422804589,880674.101021036,970169.472423121
"40",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"MHLD","OPA","Cost",104.632424628362,104.701241392177,101.336077516898,100.050675545353,99.4988240301609,104.321773496922,103.088535831776,101.052222289145,102.314833290875,104.632424628362,104.701241392177,101.336077516898,100.050675545353,99.4988240301609,104.321773496922,103.088535831776,101.052222289145,38619333.4233982,0.104396626170759,42651061.5377646,47103688.4649087,52021154.6208436,57451987.6527671,63449781.3305201,70073724.4326988,77389184.8466921,85468354.646792,94390962.516283,104245060.543994
"41",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"NonElective","APC","Activities",359.180712905982,701.842203166407,1038.99338228482,1449.57939577824,1772.42479494574,2156.72838397886,2573.08405938166,2687.45182713373,3111.59010195617,359.180712905982,701.842203166407,1038.99338228482,1449.57939577824,1772.42479494574,2156.72838397886,2573.08405938166,2687.45182713373,1165793942.19665,0.253566196595022,1461399878.13297,1831961486.93558,2296484993.4864,2878795958.82229,3608761300.87398,4523821178.3559,5670909308.62761,7108860213.25162,8911426859.65152,11171063474.6881
"42",1,1,338389,342610,350367,359261,350346,343868,343673,346046,338368,"NonElective","APC","Cost",33611.5063440364,71372.1044244148,102103.788142278,146886.152426812,171647.951685614,215468.213661036,234125.026934489,277066.638902922,308546.575222852,33611.5063440364,71372.1044244148,102103.788142278,146886.152426812,171647.951685614,215468.213661036,234125.026934489,277066.638902922,120075614663.332,0.252381802680268,150380514750.005,188333820150.598,235865849185.867,295394097394.109,369946192195.545,463313879076.557,580245871084.686,726689370026.822,910092543222.78,1139783339887.21
"43",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"AE","AE","Activities",126.225517665571,235.873091421947,372.950748459184,508.70411633342,588.508235737433,760.261575110729,814.924498242224,965.674746375573,1135.492907841,126.225517665571,235.873091421947,372.950748459184,508.70411633342,588.508235737433,760.261575110729,814.924498242224,965.674746375573,396057786.568112,0.247519632778656,494089864.458579,616386806.269022,768954642.20634,959286012.868696,1196728134.50366,1492941842.89189,1862474259.60438,2323473204.40135,2898578438.72582,3616033509.45937
"44",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"AE","AE","Cost",12406.2255422969,23144.3946736424,36203.7994871408,50753.3176206209,59038.2119205902,75100.4988052679,86878.0681540021,97891.2359678784,109270.505104555,12406.2255422969,23144.3946736424,36203.7994871408,50753.3176206209,59038.2119205902,75100.4988052679,86878.0681540021,97891.2359678784,40313180447.1923,0.25263043016416,50497516564.8519,63254725896.8522,79234794510.09,99251914731.1429,124325968644.288,155734491583.47,195077763183.599,244360342412.134,306093200830.773,383421657826.975
"45",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"Elective","APC","Activities",355.039826355805,699.440236224759,994.673482472531,1330.8618471755,1708.86928847343,1956.41200644434,2409.48529932069,2750.9556482426,3002.11211737666,355.039826355805,699.440236224759,994.673482472531,1330.8618471755,1708.86928847343,1956.41200644434,2409.48529932069,2750.9556482426,1130736958.83824,0.250252426746022,1413706626.79893,1767490140.8623,2209808837.86276,2762818862.18272,3454220987.10363,4318648171.64335,5399400356.85937,6750613399.13677,8439970784.29496,10552093954.7303
"46",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"Elective","APC","Cost",32697.9373577065,69486.1330204523,97587.9964615411,135445.836573225,162134.309461508,205832.407513373,239421.907773672,275509.989708483,296696.931077192,32697.9373577065,69486.1330204523,97587.9964615411,135445.836573225,162134.309461508,205832.407513373,239421.907773672,275509.989708483,113511815129.715,0.253208768947199,142254002099.672,178273962849.143,223414493517.513,279985002386.044,350879660163.893,439725466962.604,551067811126.937,690603013188.816,865469751989.583,1084614282451.9
"47",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"First","OPA","Activities",3284.01949618451,6341.85074559016,9708.6411051781,12788.3318100632,15703.3282406134,18537.6216662926,21848.0124813952,25202.14411698,27826.4938442028,3284.01949618451,6341.85074559016,9708.6411051781,12788.3318100632,15703.3282406134,18537.6216662926,21848.0124813952,25202.14411698,10360189001.7436,0.250402677134469,12954408063.3993,16198226523.1668,20254305809.3984,25326038207.5719,31667745975.9578,39597434347.1519,49512737915.3352,61910860041.5924,77413505139.7046,96798054073.0496
"48",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"First","OPA","Cost",309722.781632644,650451.599768712,959726.711610943,1198543.77903682,1612536.837004,1980753.82815814,2100769.99986299,2454763.87574603,2934691.90896858,309722.781632644,650451.599768712,959726.711610943,1198543.77903682,1612536.837004,1980753.82815814,2100769.99986299,2454763.87574603,1010599276582.11,0.252244020647852,1265516901370.99,1584735972770.62,1984476146207.57,2485048388206.72,3111886985152.45,3896841870089.02,4879796931229.17,6110696529107.46,7652083190568.4,9582275420889.22
"49",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"FollowUp","OPA","Activities",4326.87446496502,9037.46362051145,13686.4998498507,17160.0645284559,22325.3256212191,27184.9029673975,30541.1723357699,34937.1310086758,40211.599297677,4326.87446496502,9037.46362051145,13686.4998498507,17160.0645284559,22325.3256212191,27184.9029673975,30541.1723357699,34937.1310086758,14367299162.7015,0.250856828512562,17971434264.948,22479691268.4748,28118875326.0259,35172687211.653,43995995975.8326,55032691993.5814,68838018571.5999,86106505591.5602,107706910498.558,134725924475.113
"50",1,2,323102,327248,333659,342020,332357,327125,326144,328761,321522,"FollowUp","OPA","Cost",423366.197386001,849990.956246098,1291489.81261799,1827054.88411074,2273058.8504949,2574776.05451708,3006635.51507779,3387283.65386526,3880260.57339514,423366.197386001,849990.956246098,1291489.81261799,1827054.88411074,2273058.8504949,2574776.05451708,3006635.51507779,3387283.65386526,1391755026186.96,0.249772428219425,1739377058564.26,2173825490071.02,2716787161251.34,3395365687472.45,4243434419925.36,5303327338980,6627952286079.49,8283432022696.05,10352404952995.4,12938150276015.8
